,Artist,Streams,Daily,As lead,Solo,As feature
2946,Ñejo & Dalmata,736.0,0.682,660.2,390.7,75.7
2947,Shekhar Ravjiani,735.8,1.178,38.8,13.6,697.0
2948,André 3000,735.8,0.600,5.0,5.0,730.8
2949,Maddie & Tae,735.6,0.309,733.8,708.5,1.8
2950,Brian McKnight,735.4,0.288,699.7,630.3,35.6
2951,The Drums,735.1,0.443,712.6,709.4,22.6
2952,The Calling,735.0,0.400,735.0,735.0,
2953,Kari Jobe,734.9,0.287,660.9,472.8,74.0
2954,"Luis Angel ""El Flaco""",734.6,0.638,438.0,242.6,296.6
2955,Pinhani,734.4,0.351,733.6,662.7,0.8
2956,Ab-Soul,734.2,0.183,447.1,119.6,287.1
2957,Slimane,734.0,0.435,264.5,221.9,469.5
2958,Sabino,733.6,0.550,661.9,486.2,71.7
2959,Connor Price,733.2,1.613,634.0,239.0,99.2
2960,Sevenn,733.0,0.239,206.8,67.5,526.2
2961,Ziggy Alberts,732.9,0.329,731.6,714.4,1.3
2962,Ky-Mani Marley,732.6,0.231,106.7,80.6,625.9
2963,Cauty,732.3,0.252,404.1,27.7,328.2
2964,Dylan Matthew,732.1,0.971,32.6,26.2,699.5
2965,MC Fioti,731.9,0.217,649.9,194.6,82.0
2966,Michelle Williams,731.8,0.222,237.9,237.9,493.9
2967,Twisted Sister,731.7,0.444,731.7,731.7,
2968,KALIM,731.6,0.423,608.2,216.6,123.4
2969,Nena,731.6,0.539,658.8,657.1,72.8
2970,BADBADNOTGOOD,731.6,0.479,456.9,120.1,274.7
2971,Maan,731.6,0.277,478.2,267.5,253.3
2972,Young Cister,731.3,0.513,335.9,201.5,395.3
2973,Cássia Eller,730.8,0.439,716.7,578.3,14.1
2974,Extreme,730.7,0.411,730.7,730.7,
2975,Capital Inicial,730.7,0.498,730.7,547.0,
2976,Loren Allred,730.6,0.232,681.7,681.7,49.0
2977,Billy Ocean,730.3,0.439,730.3,729.9,
2978,The Band CAMINO,730.2,0.489,692.2,646.4,38.0
2979,Joseph Vincent,730.1,0.261,719.6,658.4,10.6
2980,Majestic,729.9,0.489,625.0,37.9,104.9
2981,Vicente Garcia,729.9,0.397,542.2,434.8,187.6
2982,Andmesh,729.5,0.700,725.1,725.1,4.3
2983,Vedo,729.4,0.284,718.2,607.6,11.1
2984,Kings of Convenience,728.6,0.252,728.6,618.9,
2985,RuPaul,728.5,0.174,693.8,404.8,34.7
2986,Diego Verdaguer,728.3,1.742,693.9,626.9,34.5
2987,G-Unit,727.8,0.429,665.7,525.2,62.1
2988,The Hollies,727.3,0.512,727.3,727.3,
2989,Leonardo,726.3,0.450,553.7,163.8,172.6
2990,Da Tweekaz,725.5,0.406,457.3,190.6,268.2
2991,Madvillain,725.3,0.623,723.7,4.8,1.6
2992,Jesus Culture,725.0,,724.7,,0.3
2993,THE SCOTTS,724.9,0.229,724.9,,
2994,Ginuwine,724.5,0.363,611.1,592.7,113.4
2995,The Mayries,724.3,0.124,723.4,697.4,0.9
2996,slowthai,724.3,0.229,504.8,271.9,219.4
2997,Charles Aznavour,723.1,0.419,718.7,639.3,4.3
2998,Jok'air,722.8,0.385,582.0,363.2,140.8
2999,Hef,722.4,0.220,423.0,229.1,299.3
